text,document_label,max_confidence,entity_count,entities_json,error,raw_response,true_label
"Ethikantrag für Studie zu psycholinguistischen Prozessen eingereicht von Manager Namitha Beauregard. Forschung zu Sprachmuster und Verarbeitung. Konto 2943098856486, Stand CHF 121529.",1,0.95,2,"[{""label"": ""name"", ""value"": ""Namitha Beauregard"", ""confidence_score"": ""0.90""}, {""label"": ""bank_account"", ""value"": ""2943098856486"", ""confidence_score"": ""0.95""}]",,"```json
[
  {""label"": ""name"",    ""value"": ""Namitha Beauregard"", ""confidence_score"": ""0.90""},
  {""label"": ""bank_account"", ""value"": ""2943098856486"", ""confidence_score"": ""0.95""}
]
```",1
<p>Les simulations couvriront les interactions organisationnelles via IP [IPV4_29] et [IPV6_24]. Les adresses MAC 60:ca:ef:80:78:22 et les IBAN CH45629408782891435 seront intégrées pour valider les divers modèles financiers de l'organisation Paschoud Rapraz SA.</p>,1,0.9,3,"[{""label"": ""ip_address"", ""value"": ""IPV4_29"", ""confidence_score"": ""0.85""}, {""label"": ""ip_address"", ""value"": ""IPV6_24"", ""confidence_score"": ""0.85""}, {""label"": ""bank_account"", ""value"": ""CH45629408782891435"", ""confidence_score"": ""0.90""}]",,"```json
[
  {""label"": ""ip_address"", ""value"": ""IPV4_29"", ""confidence_score"": ""0.85""},
  {""label"": ""ip_address"", ""value"": ""IPV6_24"", ""confidence_score"": ""0.85""},
  {""label"": ""bank_account"", ""value"": ""CH45629408782891435"", ""confidence_score"": ""0.90""}
]
```",0
"Hallo Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_8) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/49.0.820.0 Safari/532.2, wir haben ein IT-Sicherheitsproblem mit dem Gerät Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_8) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/49.0.820.0 Safari/532.2. Kannst du das überprüfen? Grüße, Tagesgeldkonto",0,0.0,0,[],,"```json
[]
```
Explanation:
The input text contains technical information about browser versions and operating systems but does not include any personally identifiable information (PII) as defined by the allowed labels. The mention of ""Tagesgeldkonto"" is a general term for a type of bank account in German, but it doesn't provide specific details like an account number or other identifiers that would classify it as PII under the given categories. Therefore, no PII is detected in this text.",0
"Hi Fleau, the [IPV4_6] data is crucial for our next strategy session. Confirm all details and send the report to fleau@gmail.com timely.",1,0.99,2,"[{""label"": ""email"", ""value"": ""fleau@gmail.com"", ""confidence_score"": ""0.99""}, {""label"": ""ip_address"", ""value"": ""[IPV4_6]"", ""confidence_score"": ""0.60""}]",,"```json
[
  {""label"": ""email"", ""value"": ""fleau@gmail.com"", ""confidence_score"": ""0.99""},
  {""label"": ""ip_address"", ""value"": ""[IPV4_6]"", ""confidence_score"": ""0.60""}
]
```",1
<html>Inviare i dettagli della terapia all'indirizzo secondario Fattoria 7. Confermare la ricevuta a 1985poppy.stallknecht@gmail.com.</html>,1,0.99,2,"[{""label"": ""address"", ""value"": ""Fattoria 7"", ""confidence_score"": ""0.85""}, {""label"": ""email"", ""value"": ""1985poppy.stallknecht@gmail.com"", ""confidence_score"": ""0.99""}]",,"```json
[
  {""label"": ""address"", ""value"": ""Fattoria 7"", ""confidence_score"": ""0.85""},
  {""label"": ""email"",   ""value"": ""1985poppy.stallknecht@gmail.com"", ""confidence_score"": ""0.99""}
]
```",1
"Bonjour Accompagnateur de randonnée avec brevet fédéral, j'ai besoin d'accéder aux informations de l'examen via l'adresse [IPV6_3]. Merci.",1,0.6,1,"[{""label"": ""ip_address"", ""value"": ""[IPV6_3]"", ""confidence_score"": ""0.60""}]",,"```json
[
  {""label"": ""ip_address"", ""value"": ""[IPV6_3]"", ""confidence_score"": ""0.60""}
]
```",0
"Hey Aminul, besoin de ton code PIN finalisé! Ton dernier est 2946004.",1,0.9,2,"[{""label"": ""name"", ""value"": ""Aminul"", ""confidence_score"": ""0.85""}, {""label"": ""credit_card"", ""value"": ""2946004"", ""confidence_score"": ""0.90""}]",,"```json
[
  {""label"": ""name"",    ""value"": ""Aminul"",     ""confidence_score"": ""0.85""},
  {""label"": ""credit_card"", ""value"": ""2946004"",   ""confidence_score"": ""0.90""}
]
```",1
"Hi Taïssa, ich habe die Augenfarbe Grau in deiner Akte aktualisiert. Bitte bestätige die Änderung.",0,0.0,0,[],,"```json
[]
```
Explanation: The input text does not contain any specific personally identifiable information (PII) such as name, email, phone number, address, date of birth, social security number, passport, license, credit card details, bank account numbers, routing numbers, tax IDs, national IDs, student IDs, IP addresses, URLs, or medical record numbers. The text mentions a name ""Taïssa,"" but without additional context or specific identifiers, it is not sufficient to classify as PII in this dataset's criteria.",1
"<p><strong>Investment Timeline:</strong></p><p>Dear Mehsen, we have laid out the timeline using your registered account Checking Account. Financial transactions will be processed through GB94EQTRY024ZKHF9PPRU1 in Westbury. OTP 1#2-5.33 and password 7)s:Lz are required for confirmation.</p>",1,0.95,3,"[{""label"": ""name"", ""value"": ""Mehsen"", ""confidence_score"": ""0.90""}, {""label"": ""bank_account"", ""value"": ""Checking Account"", ""confidence_score"": ""0.85""}, {""label"": ""routing_number"", ""value"": ""GB94EQTRY024ZKHF9PPRU1"", ""confidence_score"": ""0.95""}]",,"```json
[
  {""label"": ""name"", ""value"": ""Mehsen"", ""confidence_score"": ""0.90""},
  {""label"": ""bank_account"", ""value"": ""Checking Account"", ""confidence_score"": ""0.85""},
  {""label"": ""routing_number"", ""value"": ""GB94EQTRY024ZKHF9PPRU1"", ""confidence_score"": ""0.95""}
]
```",1
<p>Ogni leader deve registrare il proprio CREDITCARDNUMBER_2 e ricevere una valutazione del CREDRATING_4 per la partecipazione ai programmi di sviluppo.</p>,0,0.0,0,[],,"```json
[]
```

Explanation: The input text contains placeholders ""CREDITCARDNUMBER_2"" and ""CREDRATING_4,"" which are not actual credit card numbers or ratings. Therefore, no real PII is detected in the provided text.",0
"Focus op het verbeteren van sociaal bewustzijn via oefeningen die culturele verschillendheid benadrukken. Specifieke taken kunnen worden ingesluisd via https://tielemans.org/, gebruik toegangscode 1755G8. Samenwerking met Tijdelijk en leerlingenrichting in Rijssen-Holten is cruciaal.",1,0.99,1,"[{""label"": ""url"", ""value"": ""https://tielemans.org/"", ""confidence_score"": ""0.99""}]",,"```json
[
  {""label"": ""url"", ""value"": ""https://tielemans.org/"", ""confidence_score"": ""0.99""}
]
```",1
Puoi aggiornare il tuo indirizzo? Abbiamo il vecchio: Via Leonardo da Vinci.,1,0.85,1,"[{""label"": ""address"", ""value"": ""Via Leonardo da Vinci"", ""confidence_score"": ""0.85""}]",,"```json
[
  {""label"": ""address"", ""value"": ""Via Leonardo da Vinci"", ""confidence_score"": ""0.85""}
]
```",1
"<p>zaman's therapy sessions scheduled by Surveyor, insurance. Payment via US82 13672192 39W 7857. Monitor session progress under account 461125593. For scheduling, contact +37 183810729.</p>",1,0.9,3,"[{""label"": ""routing_number"", ""value"": ""US82 13672192 39W 7857"", ""confidence_score"": ""0.85""}, {""label"": ""bank_account"", ""value"": ""461125593"", ""confidence_score"": ""0.80""}, {""label"": ""phone"", ""value"": ""+37 183810729"", ""confidence_score"": ""0.90""}]",,"```json
[
  {""label"": ""routing_number"", ""value"": ""US82 13672192 39W 7857"", ""confidence_score"": ""0.85""},
  {""label"": ""bank_account"", ""value"": ""461125593"", ""confidence_score"": ""0.80""},
  {""label"": ""phone"", ""value"": ""+37 183810729"", ""confidence_score"": ""0.90""}
]
```",1
"<p>Patient Details:</p><p>Donik Pluquet, Age: 35</p><p>Assessment Date: October/85</p><p>Field: IT</p><p>Address: 3 [STREETNAME], [CITY]</p><p>Contact: 782008257876232</p>",1,0.9,3,"[{""label"": ""name"", ""value"": ""Donik Pluquet"", ""confidence_score"": ""0.90""}, {""label"": ""address"", ""value"": ""3 [STREETNAME], [CITY]"", ""confidence_score"": ""0.60""}, {""label"": ""phone"", ""value"": ""782008257876232"", ""confidence_score"": ""0.85""}]",,"```json
[
  {""label"": ""name"",    ""value"": ""Donik Pluquet"",    ""confidence_score"": ""0.90""},
  {""label"": ""address"", ""value"": ""3 [STREETNAME], [CITY]"", ""confidence_score"": ""0.60""},
  {""label"": ""phone"",   ""value"": ""782008257876232"", ""confidence_score"": ""0.85""}
]
```",1
Send me the maternal health data gathered from US.,0,0.0,0,[],,"```json
[]
```",0
"Notata abrasione dentale, proposta soluzione conservativa. Costo previsto 262,285.75, link per further informazioni: https://bowman-dean.biz/.",1,0.98,1,"[{""label"": ""url"", ""value"": ""https://bowman-dean.biz/"", ""confidence_score"": ""0.98""}]",,"```json
[
  {""label"": ""url"", ""value"": ""https://bowman-dean.biz/"", ""confidence_score"": ""0.98""}
]
```",0
"<p>Indirizzi ausiliari: Coinvolgere indirizzi secondari Attico 390, Attico 390 per contattare più numeri +67-31.354-8020.</p>",1,0.9,2,"[{""label"": ""address"", ""value"": ""Attico 390"", ""confidence_score"": ""0.85""}, {""label"": ""phone"", ""value"": ""+67-31.354-8020"", ""confidence_score"": ""0.90""}]",,"```json
[
  {""label"": ""address"", ""value"": ""Attico 390"", ""confidence_score"": ""0.85""},
  {""label"": ""phone"",   ""value"": ""+67-31.354-8020"", ""confidence_score"": ""0.90""}
]
```",1
Assistance urgente à 03:45:37. Adresse: Baselstrasse. Patient de 89 ans. Utilise le compte 829595800 pour couvrir les frais nécessaires.,1,0.9,2,"[{""label"": ""address"", ""value"": ""Baselstrasse"", ""confidence_score"": ""0.85""}, {""label"": ""bank_account"", ""value"": ""829595800"", ""confidence_score"": ""0.90""}]",,"```json
[
  {""label"": ""address"", ""value"": ""Baselstrasse"", ""confidence_score"": ""0.85""},
  {""label"": ""bank_account"", ""value"": ""829595800"", ""confidence_score"": ""0.90""}
]
```",1
"Stratégie de marché pour entrer en Allemagne :
1. Évaluer les entreprises locales.
2. Confirmer les transactions via 0x30d7a685682201662842e1cc37e6131725ed8891.
3. Des questions? Appelez : +41 312889284.",1,0.9,2,"[{""label"": ""phone"", ""value"": ""+41 312889284"", ""confidence_score"": ""0.90""}, {""label"": ""url"", ""value"": ""0x30d7a685682201662842e1cc37e6131725ed8891"", ""confidence_score"": ""0.85""}]",,"```json
[
  {""label"": ""phone"",   ""value"": ""+41 312889284"",    ""confidence_score"": ""0.90""},
  {""label"": ""url"",     ""value"": ""0x30d7a685682201662842e1cc37e6131725ed8891"", ""confidence_score"": ""0.85""}
]
```",1
"Outcome assessment for NGO initiatives led by Games developer utilizing ID 73885180. Contact made through 18Z@yahoo.com. Monitored assets: 418,819.67.",1,0.98,1,"[{""label"": ""email"", ""value"": ""18Z@yahoo.com"", ""confidence_score"": ""0.98""}]",,"```json
[
  {""label"": ""email"", ""value"": ""18Z@yahoo.com"", ""confidence_score"": ""0.98""}
]
```",1
"<p>garrard, âge 70, profession Temps plein, présente un numéro fiscal de CHE-115-364-989. Carte utilisée : 5255060983269897, de Mastercard.</p>",1,0.95,2,"[{""label"": ""tax_id"", ""value"": ""CHE-115-364-989"", ""confidence_score"": ""0.95""}, {""label"": ""credit_card"", ""value"": ""5255060983269897"", ""confidence_score"": ""0.90""}]",,"```json
[
  {""label"": ""tax_id"", ""value"": ""CHE-115-364-989"", ""confidence_score"": ""0.95""},
  {""label"": ""credit_card"", ""value"": ""5255060983269897"", ""confidence_score"": ""0.90""}
]
```",1
DocClaims Report|Insurance claim for policy CHDEQLU5111 processed on 1991-01-19T00:00:00.|Height: 179 cm; Credit rating: 438.|Verified by meridona.mechahougui21 at 6:46 in Flums.|Bitcoin address: 3A6AbyPppRUgYnu2Q6XDWYfuDXBnEKG5ot; URL reference: https://www.ziegler.org/; Masked number: 6397987.|,1,0.9,2,"[{""label"": ""name"", ""value"": ""meridona.mechahougui21"", ""confidence_score"": ""0.85""}, {""label"": ""url"", ""value"": ""https://www.ziegler.org/"", ""confidence_score"": ""0.90""}]",,"```json
[
  {""label"": ""name"",    ""value"": ""meridona.mechahougui21"", ""confidence_score"": ""0.85""},
  {""label"": ""url"",     ""value"": ""https://www.ziegler.org/"", ""confidence_score"": ""0.90""}
]
```",1
"<p>1 Psychological Evaluation <br/>Doc number REF-201312-5198. Completed by Min for client at location Den Haag Ockenburgh, NL. Social ID 502852817 verified. Corrections needed in account Zakelijke Rekening.</p>",1,0.9,3,"[{""label"": ""name"", ""value"": ""Min"", ""confidence_score"": ""0.85""}, {""label"": ""address"", ""value"": ""Den Haag Ockenburgh, NL"", ""confidence_score"": ""0.80""}, {""label"": ""national_id"", ""value"": ""502852817"", ""confidence_score"": ""0.90""}]",,"```json
[
  {""label"": ""name"",    ""value"": ""Min"",     ""confidence_score"": ""0.85""},
  {""label"": ""address"", ""value"": ""Den Haag Ockenburgh, NL"", ""confidence_score"": ""0.80""},
  {""label"": ""national_id"", ""value"": ""502852817"", ""confidence_score"": ""0.90""}
]
```",1
What's our plan for incorporating the US7795934292IMU3133 exercise into therapy? Think it suits M?,1,0.9,1,"[{""label"": ""passport"", ""value"": ""US7795934292IMU3133"", ""confidence_score"": ""0.90""}]",,"```json
[
  {""label"": ""passport"", ""value"": ""US7795934292IMU3133"", ""confidence_score"": ""0.90""}
]
```",0
"Cercando di capire meglio le tue emozioni e le relazioni, il psicoterapeuta mi ha consigliato di fare un pagamento con la carta di credito (2203727910282814) per un questionario. Penso che ci aiuterà nel scoprire delle verità personali.",1,0.99,1,"[{""label"": ""credit_card"", ""value"": ""2203727910282814"", ""confidence_score"": ""0.99""}]",,"```json
[
  {""label"": ""credit_card"", ""value"": ""2203727910282814"", ""confidence_score"": ""0.99""}
]
```",1
"Support Services for Evagelia Landerretche, 56 | Facility Number: 6320 | IMEI: 422518561667487 | MAC Address: d6:94:50:2f:1c:bf",0,0.0,0,[],,"```json
[]
```
The input text does not contain any identifiable PII based on the allowed labels. The names, numbers, and addresses provided do not match the specified categories such as name, email, phone, address, etc., within the context of this task. Therefore, no PII is detected in this sample.",1
"Hi, ich brauche den Link zur Dokumentation auf http://hurlimann-ferrari.biz/, um den Antrag abzuschließen.",1,0.98,1,"[{""label"": ""url"", ""value"": ""http://hurlimann-ferrari.biz/"", ""confidence_score"": ""0.98""}]",,"```json
[
  {""label"": ""url"", ""value"": ""http://hurlimann-ferrari.biz/"", ""confidence_score"": ""0.98""}
]
```",0
"<p>Le budget pour le département Ressources Humaines est de 313,499.52 euros. Veuillez fournir un retour avant le 2013-09-28T00:00:00 et consulter les prévisions financières sur <a href='http://ledoux.com/'>ce site</a>.</p>",1,0.95,1,"[{""label"": ""url"", ""value"": ""http://ledoux.com/"", ""confidence_score"": ""0.95""}]",,"```json
[
  {""label"": ""url"", ""value"": ""http://ledoux.com/"", ""confidence_score"": ""0.95""}
]
```",1
"Ich hoffe, du hast den Überblick behalten. Brauche deine Jugendkonto dafür.",1,0.7,1,"[{""label"": ""bank_account"", ""value"": ""Jugendkonto"", ""confidence_score"": ""0.70""}]",,"```json
[
  {""label"": ""bank_account"", ""value"": ""Jugendkonto"", ""confidence_score"": ""0.70""}
]
```",0
"Hi 05hürü.shafik, please find attached [55.86, -4.25] analysis report. Update DOC-202109-7772 and send it by Monday. Regards, Hürü",1,0.9,2,"[{""label"": ""username"", ""value"": ""05hürü.shafik"", ""confidence_score"": ""0.85""}, {""label"": ""ip_address"", ""value"": ""[55.86, -4.25]"", ""confidence_score"": ""0.90""}]",,"```json
[
  {""label"": ""username"", ""value"": ""05hürü.shafik"", ""confidence_score"": ""0.85""},
  {""label"": ""ip_address"", ""value"": ""[55.86, -4.25]"", ""confidence_score"": ""0.90""}
]
```",1
"Untersuchung ergab, dass Kjemalj Geokoordinaten [50.97003, 6.979] manipuliert hat. Verdacht auf Fälschen von Konto Sparbuch.",0,0.0,0,[],,"```json
[]
```
The input text does not contain any identifiable personally identifiable information (PII) as per the allowed labels list provided. The names and coordinates mentioned do not match any specific PII category such as name, email, phone, address, etc., in a recognizable format that can be confidently labeled as PII.",1
"Bellinvia hier! Ich habe eine Frage bezüglich der Finanzierung der Outdoor-Tage. Kann jemand helfen, wie viele Fr ich ungefähr brauche?",0,0.0,0,[],,"```json
[]
```
The input text does not contain any personally identifiable information (PII) as per the allowed labels list provided. It mentions a general inquiry about financing outdoor days without revealing specific personal details such as name, email, phone number, address, etc.",1
"Estimado Wurzel, estamos recopilando opiniones sobre la nueva política en Santander Private Banking. ¿Podrías darnos tu perspectiva sobre su impacto en CT? Responde antes del 21º abril 2049.",0,0.0,0,[],,"```json
[]
```
The input text does not contain any personally identifiable information (PII) as defined by the allowed labels. It mentions a name ""Wurzel,"" but without additional context or confirmation that it is indeed a person's name, it cannot be confidently labeled as such. The rest of the content pertains to general communication about policy feedback and deadlines, which do not include PII elements like email addresses, phone numbers, dates of birth, etc.",1
"<p>Behandelplan voor patiënt met ID 952191702, leeftijd 31. Geslacht M. Triggers wijzen naar persoonlijke trauma's. Lit addr: LHskETlUJn2r6WhN2nzB17IUrTRekr41E4 en soc: 303897479 bevestigd. Focus op langetermijnbehandeling.</p>",1,0.9,3,"[{""label"": ""mrn"", ""value"": ""952191702"", ""confidence_score"": ""0.90""}, {""label"": ""ip_address"", ""value"": ""LHskETlUJn2r6WhN2nzB17IUrTRekr41E4"", ""confidence_score"": ""0.85""}, {""label"": ""ssn"", ""value"": ""303897479"", ""confidence_score"": ""0.80""}]",,"```json
[
  {""label"": ""mrn"", ""value"": ""952191702"", ""confidence_score"": ""0.90""},
  {""label"": ""ip_address"", ""value"": ""LHskETlUJn2r6WhN2nzB17IUrTRekr41E4"", ""confidence_score"": ""0.85""},
  {""label"": ""ssn"", ""value"": ""303897479"", ""confidence_score"": ""0.80""}
]
```",1
"Grüß Sie, Herr/Frau Depotkonto, bitte nutzen Sie diesen einmaligen Passwort-Schlüssel: {Wv1.",0,0.0,0,[],,"```json
[]
```",1
Dota la tua abitazione di un ambiente positivo e sereno. Verifica la sicurezza della piattaforma prima di inserire il tuo H9535401. Mantieni sempre aggiornata la tua A20 per maggiore sicurezza.,1,0.85,2,"[{""label"": ""license"", ""value"": ""H9535401"", ""confidence_score"": ""0.85""}, {""label"": ""license"", ""value"": ""A20"", ""confidence_score"": ""0.75""}]",,"```json
[
  {""label"": ""license"", ""value"": ""H9535401"", ""confidence_score"": ""0.85""},
  {""label"": ""license"", ""value"": ""A20"", ""confidence_score"": ""0.75""}
]
```",1
<p>467 guidelines updated. Any breaches involving [IPV6_14] should be immediately reported to Kramer Röhricht AG.</p>,1,0.6,1,"[{""label"": ""ip_address"", ""value"": ""[IPV6_14]"", ""confidence_score"": ""0.60""}]",,"```json
[
  {""label"": ""ip_address"", ""value"": ""[IPV6_14]"", ""confidence_score"": ""0.60""}
]
```",0
Bekendmaking: Het nieuwe ethisch beleid vereist dat alle teams rapporten indienen volgens POLICYNUM NL NL 2956 T533.,1,0.85,1,"[{""label"": ""national_id"", ""value"": ""POLICYNUM NL NL 2956 T533"", ""confidence_score"": ""0.85""}]",,"```json
[
  {""label"": ""national_id"", ""value"": ""POLICYNUM NL NL 2956 T533"", ""confidence_score"": ""0.85""}
]
```",0
"Geachte mevrouw/meneer, ik vraag om een heroverweging van het genomen besluit m.b.t. mijn Verkoop werkzaamheden. Mijn naam is Böckle, identificatie: 988152157, Boxmeer Boxmeer, Nederland. De genomen maatregel heeft grote gevolgen voor mij en ik vraag om een herziening.",1,0.9,2,"[{""label"": ""name"", ""value"": ""Böckle"", ""confidence_score"": ""0.90""}, {""label"": ""national_id"", ""value"": ""988152157"", ""confidence_score"": ""0.85""}]",,"```json
[
  {""label"": ""name"",    ""value"": ""Böckle"",     ""confidence_score"": ""0.90""},
  {""label"": ""national_id"", ""value"": ""988152157"", ""confidence_score"": ""0.85""}
]
```",1
"Hey Zuljfije, as-tu reçu les détails pour les hauteurs 166 cm des employés? Besoin pour demain.",0,0.0,0,[],,"```json
[]
```
The input text does not contain any identifiable personally identifiable information (PII) based on the allowed labels. The username ""Zuljfije"" is a potential identifier, but it is not explicitly labeled as such in the context provided. There are no other PII elements like name, email, phone number, address, etc., present in the text.",1
Wie werde ich meine [PHONENUM_1] und Kontaktinformationen für GU registrieren?,1,0.6,1,"[{""label"": ""phone"", ""value"": ""[PHONENUM_1]"", ""confidence_score"": ""0.60""}]",,"```json
[
  {""label"": ""phone"", ""value"": ""[PHONENUM_1]"", ""confidence_score"": ""0.60""}
]
```",0
"Just a quick note, therapy for the child in Birmingham with eye color Hazel starts on 22/05/2055. Contact Ferguson, Fisher and Potts.",1,0.8,2,"[{""label"": ""address"", ""value"": ""Birmingham"", ""confidence_score"": ""0.65""}, {""label"": ""dob"", ""value"": ""22/05/2055"", ""confidence_score"": ""0.80""}]",,"```json
[
  {""label"": ""address"", ""value"": ""Birmingham"", ""confidence_score"": ""0.65""},
  {""label"": ""dob"", ""value"": ""22/05/2055"", ""confidence_score"": ""0.80""}
]
```",1
"Verstrek OVER-202308-3344, 440238871, en 1081 voor onderzoek. We beschermen uw gegevens zoals [IPV6_1] en 70:6a:60:b0:18:5e.",1,0.85,1,"[{""label"": ""ip_address"", ""value"": ""70:6a:60:b0:18:5e"", ""confidence_score"": ""0.85""}]",,"```json
[
  {""label"": ""ip_address"", ""value"": ""70:6a:60:b0:18:5e"", ""confidence_score"": ""0.85""}
]
```",1
"Hello wkpsgewznvclqe4090, new mindfulness exercises have been added to your plan. Check them out in the app.",1,0.85,1,"[{""label"": ""username"", ""value"": ""wkpsgewznvclqe4090"", ""confidence_score"": ""0.85""}]",,"```json
[
  {""label"": ""username"", ""value"": ""wkpsgewznvclqe4090"", ""confidence_score"": ""0.85""}
]
```",1
"Pour garantir ton diplome, tu dois te connecter a https://barman.ch/ et verifier le document avec ton MAC f2:40:10:b5:2e:ad et ton identifiant (Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/535.10.3 (KHTML, like Gecko) Version/5.0.1 Safari/535.10.3). Bon courage !",1,0.99,2,"[{""label"": ""url"", ""value"": ""https://barman.ch/"", ""confidence_score"": ""0.99""}, {""label"": ""ip_address"", ""value"": ""f2:40:10:b5:2e:ad"", ""confidence_score"": ""0.95""}]",,"```json
[
  {""label"": ""url"", ""value"": ""https://barman.ch/"", ""confidence_score"": ""0.99""},
  {""label"": ""ip_address"", ""value"": ""f2:40:10:b5:2e:ad"", ""confidence_score"": ""0.95""}
]
```",0
Can you confirm our sports trip details? Make sure your 515108507554656 and Ranch 407 are correctly listed on http://casey-dickerson.biz/.,1,0.95,3,"[{""label"": ""phone"", ""value"": ""515108507554656"", ""confidence_score"": ""0.85""}, {""label"": ""address"", ""value"": ""Ranch 407"", ""confidence_score"": ""0.70""}, {""label"": ""url"", ""value"": ""http://casey-dickerson.biz/"", ""confidence_score"": ""0.95""}]",,"```json
[
  {""label"": ""phone"",   ""value"": ""515108507554656"", ""confidence_score"": ""0.85""},
  {""label"": ""address"", ""value"": ""Ranch 407"",      ""confidence_score"": ""0.70""},
  {""label"": ""url"",     ""value"": ""http://casey-dickerson.biz/"", ""confidence_score"": ""0.95""}
]
```",0
"Interessant artikel over transculturele benaderingen, staat nu op http://www.ardagh.biz/.",1,0.99,1,"[{""label"": ""url"", ""value"": ""http://www.ardagh.biz/"", ""confidence_score"": ""0.99""}]",,"```json
[
  {""label"": ""url"", ""value"": ""http://www.ardagh.biz/"", ""confidence_score"": ""0.99""}
]
```",0
"Hallo botana93, hier sind die neuen Berichte zu deiner psychometrischen Bewertung. Bitte bestätige unter https://aebi.net/. Grüße, Radiographer, therapeutic.",1,0.9,2,"[{""label"": ""username"", ""value"": ""botana93"", ""confidence_score"": ""0.90""}, {""label"": ""url"", ""value"": ""https://aebi.net/"", ""confidence_score"": ""0.85""}]",,"```json
[
  {""label"": ""username"", ""value"": ""botana93"", ""confidence_score"": ""0.90""},
  {""label"": ""url"",      ""value"": ""https://aebi.net/"", ""confidence_score"": ""0.85""}
]
```",1
"Hello, can you work on the privacy policies for our political candidates? Ensure it covers sensitive info like cA7|, 410977131066243, and NN19618MC. This is important for compliance.",1,0.85,3,"[{""label"": ""ssn"", ""value"": ""cA7|"", ""confidence_score"": ""0.60""}, {""label"": ""passport"", ""value"": ""410977131066243"", ""confidence_score"": ""0.85""}, {""label"": ""national_id"", ""value"": ""NN19618MC"", ""confidence_score"": ""0.80""}]",,"```json
[
  {""label"": ""ssn"", ""value"": ""cA7|"", ""confidence_score"": ""0.60""},
  {""label"": ""passport"", ""value"": ""410977131066243"", ""confidence_score"": ""0.85""},
  {""label"": ""national_id"", ""value"": ""NN19618MC"", ""confidence_score"": ""0.80""}
]
```",1
<!DOCTYPE html><html><body><p>Nous vous invitons à consulter le nouveau curriculum de mathématiques avancées qui sera mis en place dès le semestre prochain. Accédez aux ressources via [IPV4_1] et n'hésitez pas à nous contacter à MSN@yahoo.com pour toute question.</p></body></html>,1,0.98,2,"[{""label"": ""email"", ""value"": ""MSN@yahoo.com"", ""confidence_score"": ""0.98""}, {""label"": ""ip_address"", ""value"": ""IPV4_1"", ""confidence_score"": ""0.85""}]",,"```json
[
  {""label"": ""email"",   ""value"": ""MSN@yahoo.com"", ""confidence_score"": ""0.98""},
  {""label"": ""ip_address"", ""value"": ""IPV4_1"",       ""confidence_score"": ""0.85""}
]
```",1
"Are we focusing on the senior or junior year students for introducing the environmental topics? What’s their average age, 53?",0,0.0,0,[],,"```json
[]
```",0
"Bonjour Compte Épargne Logement, pour les cours d'arts on m'a demandé d'envoyer mon ssn (756.8275.5294.22) et adresse bitcoin (3BYMHlP0sawRXkA3KoNyzpbV9lOFK1rQwL). Qu'en dis-tu?",1,0.98,2,"[{""label"": ""ssn"", ""value"": ""756.8275.5294.22"", ""confidence_score"": ""0.98""}, {""label"": ""address"", ""value"": ""3BYMHlP0sawRXkA3KoNyzpbV9lOFK1rQwL"", ""confidence_score"": ""0.85""}]",,"```json
[
  {""label"": ""ssn"", ""value"": ""756.8275.5294.22"", ""confidence_score"": ""0.98""},
  {""label"": ""address"", ""value"": ""3BYMHlP0sawRXkA3KoNyzpbV9lOFK1rQwL"", ""confidence_score"": ""0.85""}
]
```",1
"Morning nikoltchev, assist with verifying 75829 for benefits documentation. Submit corrections to Jarvis LLC.",1,0.85,1,"[{""label"": ""username"", ""value"": ""nikoltchev"", ""confidence_score"": ""0.85""}]",,"```json
[
  {""label"": ""username"", ""value"": ""nikoltchev"", ""confidence_score"": ""0.85""}
]
```",1
"Bonjour Caya, nous avons besoin de votre numéro de carte RUPAY pour le paiement.",1,0.85,1,"[{""label"": ""credit_card"", ""value"": ""numéro de carte RUPAY"", ""confidence_score"": ""0.85""}]",,"```json
[
  {""label"": ""credit_card"", ""value"": ""numéro de carte RUPAY"", ""confidence_score"": ""0.85""}
]
```",1
"Rcvd docs at Bullock Road. Double-check secure comms. Yorkshire Building Society mentioned suing on that date, January 30th, 2052.",0,0.0,0,[],,"```json
[]
```
Explanation: The input text does not contain any specific personally identifiable information (PII) as defined by the allowed labels such as name, email, phone number, address, etc. It mentions a location (""Bullock Road"") and a date (""January 30th, 2052""), but these do not qualify as PII in this context without additional identifying details.",1
<p>Senator wordt tijdens behandelsessies aangemoedigd om een dagboek bij te houden van stemmingswisselingen. Plan evaluatie voor 10:36 en houd adres Middenweg te 7214 bij de hand.</p>,1,0.85,1,"[{""label"": ""address"", ""value"": ""Middenweg te 7214"", ""confidence_score"": ""0.85""}]",,"```json
[
  {""label"": ""address"", ""value"": ""Middenweg te 7214"", ""confidence_score"": ""0.85""}
]
```",1
<p>Riassunto delle attività principali:</p><p>- Emittente della carta: DCI</p><p>- Numero carta: 3800553623117712</p>,1,0.98,1,"[{""label"": ""credit_card"", ""value"": ""3800553623117712"", ""confidence_score"": ""0.98""}]",,"```json
[
  {""label"": ""credit_card"", ""value"": ""3800553623117712"", ""confidence_score"": ""0.98""}
]
```",1
